Scientific Name,Common Name,Species ID,Link,Plant Type,Light Preference,Water Preference,Drought Tolerant?,Native to SG?,Fruit Bearing?,Fragrant Plant?,Maximum Height,Flower Colour,Hazard,Attracted Animals,Native habitat,Mature Leaf Colour,Young Flush Leaf Colour,Leaf Area Index,Growth Rate,Trunk Texture,Trunk Colour,Leaf Texture
Abelmoschus esculentus 'Star of David',Lady's Finger,6690,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6690,Herbaceous Plant,Full Sun,Moderate Water,False,False,True,False,-,-,-,-,-,-,-,-,-,None,None,-
Abelmoschus manihot (L.) Medik.,Sunset Hibiscus,5813,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5813,Shrub,Full Sun,Moderate Water,False,False,True,False,1.8,Yellow / Golden,-,-,Terrestrial,"Green, Green - Light Green","Green, Green - Light Green",-,Moderate,None,None,Coarse
Abelmoschus moschatus (Span.) Borss.Waalk. subsp. tuberosus,Musk Mallow,5478,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5478,"Creeper, Herbaceous Plant",Full Sun,"Lots of Water, Moderate Water",False,False,False,False,1.5,"Red, Pink, Cream / Off-White",-,-,Terrestrial,Green,-,-,-,None,None,Coarse
Abroma augustum (L.) L.f.,Ulat Kambal,5350,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5350,Shrub,Full Sun,Moderate Water,True,False,False,False,4.0,Red,Spines/Thorns - Stem/Branch,-,Terrestrial,Green,-,-,Fast,None,None,Coarse
Abrus precatorius L.,Rosary pea,3480,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3480,Climber,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,"Pink, Purple",-,-,Terrestrial (Secondary Rainforest),Green,-,-,Fast,Smooth,Brown,-
Abutilon 'Canary Bird',-,8140,https://www.nparks.gov.sg/florafaunaweb/flora/8/1/8140,Shrub,Full Sun,Moderate Water,False,False,False,False,3.0,Yellow / Golden,-,Bird-Attracting,Terrestrial,Green,Green - Light Green,-,Moderate,None,None,Coarse
Abutilon indicum,India Abutilon,1582,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1582,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,2.5,-,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Coarse
Abutilon pictum 'Thompsonii',Flowering Maple,1583,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1583,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,1.5,Orange,Invasive / Potentially Invasive,"Bird-Attracting (Flowers), Butterfly-Attracting",Terrestrial,"Green, Yellow / Golden","Green, Yellow / Golden",-,Fast,None,None,Medium
Abutilon 'Souvenir de Bonn',Flowering Maple 'Souvenir de Bonn',8350,https://www.nparks.gov.sg/florafaunaweb/flora/8/3/8350,Shrub,Full Sun,Moderate Water,False,False,False,False,3.0,Orange,-,Bird-Attracting,Terrestrial,"Green, Cream / Off-White","Green, Cream / Off-White",-,Moderate,None,None,Medium
Acacia auriculiformis A. Cunn. ex Benth.,Acacia-tree,2693,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2693,Tree,Full Sun,Moderate Water,True,False,False,True,30.0,Yellow / Golden,-,Bird-Attracting,-,Green,-,3.0 (Tree - Intermediate Canopy),Fast,-,-,None
Acacia confusa,Formosan Koa,2694,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2694,Tree,Full Sun,Moderate Water,False,False,False,False,-,White,-,-,-,Green,-,3.0 (Tree - Intermediate Canopy),Fast,-,-,None
Acacia mangium Willd.,Silver Wattle,2695,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2695,Tree,Full Sun,Moderate Water,False,False,True,False,30.0,White,Spines/Thorns - Stem/Branch,Bird-Attracting,"Terrestrial (Coastal Forest, Riverine, Grassland / Savannah/ Scrubland), Shoreline (Mangrove Forest)","Green, Silver / Grey",-,3.0 (Tree - Intermediate Canopy),Fast,Fissured,"Greyish-brown to dark brown & slightly fissured in mature trees.
Greenish & smooth in young trees.",None
Acacia podalyriifolia,-,3485,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3485,Tree,Full Sun,Moderate Water,False,False,False,False,-,-,-,-,-,-,-,-,Fast,-,-,None
Acalypha aristata Kunth,Field Copperleaf,5740,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5740,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,-,-,-,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Medium
Acalypha chamaedrifolia (Lam.) Müll.Arg.,Red Cat's Tail,1587,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1587,Herbaceous Plant,Semi Shade,"Lots of Water, Moderate Water",False,False,False,False,-,Red,-,-,Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Medium
Acalypha godseffiana 'Heterophylla',Copper Leaf,1585,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1585,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,4.0,White,-,-,-,"Green, Red, Pink","Green, Pink",4.5 (Shrub & Groundcover - Dicot),Fast,None,None,Coarse
Acalypha hispida Burm.f.,Chenille Plant,1586,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1586,Shrub,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,4.5,Red,Toxic Upon Ingestion,-,Terrestrial,Green,Green,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Medium
Acalypha indica L.,Copperleaf,5964,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5964,Herbaceous Plant,"Full Shade, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,1.0,Green,-,-,Terrestrial,Green,-,-,-,None,None,Coarse
Acalypha siamensis,Tumput,1588,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1588,Shrub,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,2.5,Green,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Medium
Acalypha siamensis (Variegated Leaf),-,1589,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1589,Shrub,Full Sun,Moderate Water,False,False,False,False,2,Green - Light Green,-,-,Terrestrial,"Green, Yellow / Golden, White",-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Medium
Acalypha wilkesiana 'Hoffmannii',Jacob's Coat 'Hoffmannii',1590,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1590,Shrub,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,2.5,Green,-,-,Terrestrial,"Green, Yellow / Golden, White","Green, White, Yellow / Golden",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Acalypha wilkesiana 'Java White','Java White' Copper Leaf,1591,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1591,Shrub,Semi Shade,"Lots of Water, Moderate Water",False,False,False,False,2,Red,-,-,Terrestrial,"Green, Yellow / Golden","Green - Light Green, Yellow / Golden",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Medium
Acalypha wilkesiana 'Moorea',WiIkes' AcaIypha,1592,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1592,Shrub,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,2,Pink,-,-,Terrestrial,"Green, Purple, Red",-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Acalypha wilkesiana 'Mosaica',Fire Fiji Plant,1593,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1593,Shrub,"Full Sun, Semi Shade","Lots of Water, Moderate Water",False,False,False,False,2,Red Yellow Pink Purple,-,-,Terrestrial,"Green, Purple, Red","Orange, Red, Green - Light Green",4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Acanthus ebracteatus (Variegated),Variegated Sea Holly,1595,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1595,"Herbaceous Plant, Shrub","Full Sun, Semi Shade",Lots of Water,False,False,False,False,1.5,White,"Spines/Thorns - Stem/Branch, Spines/Thorns - Leaf",-,"Shoreline (Mangrove Forest, Mudflat)","Green, Yellow / Golden, White",-,4.5 (Shrub & Groundcover - Dicot),-,None,None,Coarse
Acanthus ebracteatus Vahl,Sea Holly,1594,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1594,Shrub,"Full Sun, Semi Shade",Lots of Water,False,True,False,False,2.0,White,"Spines/Thorns - Stem/Branch, Spines/Thorns - Leaf",-,Shoreline (Mangrove Forest),Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Acanthus ilicifolius L.,Mangrove HoIIy,3487,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3487,Shrub,"Full Sun, Semi Shade",Lots of Water,False,True,False,False,3.0,"Purple, White",-,Bird-Attracting (Flowers),-,Green - Light Green,-,-,-,None,None,Coarse
Acanthus mollis,Bear's Breeches,4898,https://www.nparks.gov.sg/florafaunaweb/flora/4/8/4898,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,1.5,"White, Pink","Aggressive Roots, Invasive / Potentially Invasive",-,Terrestrial,Green,Green,-,Fast,None,None,Coarse
Acanthus volubilis Wall.,Jeruju,6527,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6527,Shrub,"Full Sun, Semi Shade",Lots of Water,False,True,False,False,4,White,-,-,Shoreline (Mangrove Forest),Green,-,-,Fast,None,None,Medium
Acca sellowiana,Feijoa,4165,https://www.nparks.gov.sg/florafaunaweb/flora/4/1/4165,"Shrub, Tree",Full Sun,Moderate Water,False,False,True,False,-,Red,-,-,Terrestrial,"Green, Silver / Grey",-,-,Moderate,-,-,-
Achillea sp.,Yarrow,5346,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5346,Shrub,Full Sun,"Little Water, Moderate Water",True,False,False,False,-,White,-,-,Terrestrial,Green,-,-,Moderate,None,None,Fine
Achimenes 'Ambrose Verschaffelt',-,7073,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7073,Herbaceous Plant,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,"Purple, Yellow / Golden",-,-,-,Green,-,-,Moderate,None,None,Medium
Achimenes 'Orange Delight',-,5681,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5681,Herbaceous Plant,Semi Shade,"Lots of Water, Moderate Water",False,False,False,False,30,"Red, Orange",-,-,-,"Brown, Green, Red",-,-,Moderate,None,None,Medium
Achimenes 'Robert Dressler',-,7070,https://www.nparks.gov.sg/florafaunaweb/flora/7/0/7070,Herbaceous Plant,Semi Shade,"Lots of Water, Moderate Water, Occasional Misting",False,False,False,False,30,Purple,-,-,-,Green,-,-,Moderate,None,None,Medium
Achyranthes aspera L.,Devil's Horsewhip,5967,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5967,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,1.2,Green,-,-,Terrestrial (Disturbed Area / Open Ground),Green,Silver / Grey,-,Moderate,None,None,Medium
Acmella oleracea (L.) R.K.Jansen,Toothache Plant,5201,https://www.nparks.gov.sg/florafaunaweb/flora/5/2/5201,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,True,True,0.45,"Red, Yellow / Golden",-,-,Terrestrial,Green,-,-,-,None,None,Coarse
Acmella paniculata (Wall. ex DC.) R.K.Jansen,Toothache Plant,2472,https://www.nparks.gov.sg/florafaunaweb/flora/2/4/2472,Herbaceous Plant,Full Sun,"Lots of Water, Moderate Water",False,False,False,False,0.8,Orange,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Acmella uliginosa (Sw.) Cass.,沼生金纽扣,5784,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5784,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,0.3,Yellow / Golden,-,-,Terrestrial,Green,-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Medium
Acmena smithii var. minor 'Cherry Surprise',-,5795,https://www.nparks.gov.sg/florafaunaweb/flora/5/7/5795,Shrub,Full Sun,"Little Water, Moderate Water",False,False,False,False,5,-,-,-,Terrestrial,Green,Red,-,Moderate,None,None,Coarse
Acorus calamus L.,Calamus,3491,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3491,-,Full Sun,Lots of Water,False,False,False,False,1.0,-,Toxic Upon Ingestion,-,Aquatic (Freshwater Pond / Lake / River),Green,-,-,-,None,None,None
Acriopsis indica C.Wright,合萼兰,6621,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6621,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,"White, Yellow / Golden",-,-,Terrestrial,-,-,-,Moderate,None,None,Medium
Acriopsis liliifolia (Koen.) Ormerod,-,6484,https://www.nparks.gov.sg/florafaunaweb/flora/6/4/6484,Epiphyte,Semi Shade,Moderate Water,False,True,False,False,-,"Purple, White",-,-,Terrestrial,-,-,-,Moderate,None,None,Fine
Acrostichum aureum L.,Leather Fern,1535,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1535,Herbaceous Plant,"Full Sun, Semi Shade",Lots of Water,False,True,True,False,3.0,-,-,-,"Aquatic (Brackish Pond / Lake / River), Shoreline (Mangrove Forest)",Green,Orange,-,Fast to Moderate,None,None,Coarse
Acrostichum speciosum Willd.,Mangrove Fern,1536,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1536,Herbaceous Plant,"Full Shade, Semi Shade",Lots of Water,False,True,False,False,2.0,-,-,-,Shoreline (Mangrove Forest),Green,-,-,Moderate,None,None,Coarse
Acrotrema costatum Jack,Yellow Jungle Star,3739,https://www.nparks.gov.sg/florafaunaweb/flora/3/7/3739,"Creeper, Herbaceous Plant, Shrub","Full Shade, Semi Shade",Moderate Water,False,False,False,False,0.3,Yellow / Golden,-,-,"Terrestrial (Secondary Rainforest, Monsoon Forest)","Green, Silver / Grey",-,4.5 (Shrub & Groundcover - Dicot),Moderate,None,None,Coarse
Actinodaphne macrophylla (Blume) Nees,-,3494,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3494,Tree,Full Sun,Moderate Water,False,True,False,False,-,-,-,-,-,-,-,-,Moderate,-,-,None
Actinodaphne malaccensis Hook.f.,-,5449,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5449,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,-,-,-,-,Terrestrial,-,-,-,Moderate,-,-,None
Actinorhytis calapparia,Pinang Penawar,3259,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3259,Palm,Full Sun,Moderate Water,False,False,False,False,15,-,-,-,Terrestrial,Green,-,-,Fast,-,-,None
Actinostachys digitata (L.) Wall.,Grass Fern,1574,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1574,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,0.35,-,-,-,"Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest, Disturbed Area / Open Ground)",Green,-,-,Fast to Moderate,None,None,Coarse
Adansonia digitata L.,Baobab,2696,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2696,Tree,Full Sun,Little Water,True,False,False,True,25,White,-,Bat Food,Terrestrial,Green,-,3.0 (Tree - Intermediate Canopy),Moderate,thick and fibrous,bark,None
Adenanthera malayana Kosterm. subsp. malayana,-,3495,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3495,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,45.0,"White, Yellow / Golden",-,-,Terrestrial,Green,-,-,Moderate,-,-,None
Adenanthera pavonina L.,Saga,2697,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2697,Tree,Full Sun,Moderate Water,False,False,False,True,40.0,"Cream / Off-White, Yellow / Golden",Toxic Upon Ingestion,"Bird-Attracting, Butterfly Host Plant (Associated with: Polyura hebe plautus (Fruhstorfer, 1898))","Terrestrial (Primary Rainforest, Secondary Rainforest, Coastal Forest)",Green,-,3.0 (Tree - Intermediate Canopy),Fast,Smooth,Pinkish-brown to grey,None
Adenia cordifolia (Blume) Engl.,-,6671,https://www.nparks.gov.sg/florafaunaweb/flora/6/6/6671,Climber,Semi Shade,Moderate Water,False,False,False,False,20.0,-,-,-,-,Green,-,-,Fast,None,None,Coarse
Adenia macrophylla var. singaporiana,Large-leafed Adenia,1297,https://www.nparks.gov.sg/florafaunaweb/flora/1/2/1297,Climber,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,25.0,"Green, Yellow / Golden","Irritant - Sap, Toxic Upon Ingestion",Butterfly Host Plant,"Terrestrial (Primary Rainforest, Secondary Rainforest)",Green,-,-,Moderate,None,None,Coarse
Adenium hybrids,-,8440,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8440,Herbaceous Plant,Full Sun,"Little Water, Moderate Water",False,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Adenium obesum (Forssk.) Roem. & Schult,Desert Rose,1596,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1596,Herbaceous Plant,Full Sun,Little Water,True,False,False,False,2.0,Pink,Toxic Upon Ingestion,-,-,Green,-,4.5 (Shrub & Groundcover - Dicot),Slow,None,None,Medium
Adenium obesum cultivars,-,8441,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8441,Herbaceous Plant,Full Sun,Little Water,True,False,False,False,-,-,-,-,-,-,-,-,-,None,None,-
Adenosma javanica (Blume) Merr.,卵萼毛麝香,5143,https://www.nparks.gov.sg/florafaunaweb/flora/5/1/5143,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,-,-,-,-,Terrestrial,-,-,-,Fast to Moderate,None,None,Medium
Adiantum hispidulum Sw.,Rough Maidenhair Fern,6770,https://www.nparks.gov.sg/florafaunaweb/flora/6/7/6770,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,40,-,-,-,Terrestrial,Green,-,-,Slow,None,None,Coarse
Adiantum latifolium Lam.,-,5694,https://www.nparks.gov.sg/florafaunaweb/flora/5/6/5694,Herbaceous Plant,"Full Shade, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,Terrestrial,Green,"Pink, Red",-,Fast,None,None,Coarse
Adiantum peruvianum Klotzsch,Silver Dollar Maidenhair,1538,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1538,Herbaceous Plant,"Full Shade, Semi Shade","Moderate Water, Occasional Misting",False,False,False,False,0.5,-,-,-,-,Green,-,-,Fast to Moderate,None,None,Fine
Adiantum raddianum C. Presl,Delta Maidenhair Fern,3497,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3497,"Creeper, Shrub",Semi Shade,Moderate Water,False,False,False,False,0.6,-,-,-,Terrestrial,Green,-,-,Moderate,None,None,Coarse
Adiantum tenerum Sw.,Black-Stick Maidenhair,1537,https://www.nparks.gov.sg/florafaunaweb/flora/1/5/1537,Herbaceous Plant,Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,-,-,-,-,Green,-,-,Fast to Moderate,None,None,-
Adina eurhyncha (Miq.) Å.Krüger & Löfstrand,-,7730,https://www.nparks.gov.sg/florafaunaweb/flora/7/7/7730,Tree,"Full Sun, Semi Shade",Moderate Water,False,True,False,False,30.0,-,-,Bird-Attracting,Terrestrial,Green,-,-,Moderate,-,-,None
Adinandra dumosa Jack,Tiup-tiup,2698,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2698,Tree,Full Sun,Moderate Water,False,True,False,False,20.0,White,-,Bat Food,"Terrestrial (Secondary Rainforest, Disturbed Area / Open Ground)",Green,"Pink, Red",3.0 (Tree - Intermediate Canopy),Moderate,-,-,None
Adinobotrys atropurpureus (Wall.) Dunn,Tulang Daing,2769,https://www.nparks.gov.sg/florafaunaweb/flora/2/7/2769,Tree,Full Sun,Moderate Water,False,False,False,True,30.0,"Purple, Red",-,-,-,Green,-,4.0 (Tree - Dense Canopy),Moderate,Smooth,Light grey,None
"Adonidia dransfieldii K.M.Wong, Sugau & Y.W.Low",-,5399,https://www.nparks.gov.sg/florafaunaweb/flora/5/3/5399,Palm,Full Sun,Moderate Water,False,False,False,False,7.0,"White, Pale Green",-,-,Terrestrial,-,-,-,Moderate,-,-,None
Adonidia merrillii (Becc.) Becc.,Manila Palm,2688,https://www.nparks.gov.sg/florafaunaweb/flora/2/6/2688,Palm,Full Sun,Moderate Water,False,False,False,False,15.0,Cream / Off-White,-,-,"Terrestrial (Primary Rainforest), Shoreline (Sandy Beach)",Green,-,2.5 (Palm - Solitary),Moderate,Smooth,-,None
Aechmea blanchetiana 'Orangeade',Orangeade Bromeliad,7171,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7171,Herbaceous Plant,"Full Sun, Semi Shade","Little Water, Moderate Water",True,False,False,False,0.5,Red,Spines/Thorns - Leaf,Bird-Attracting (Flowers),Terrestrial,Orange,-,-,-,None,None,Coarse
Aechmea chantinii (Carrière) Baker,Amazonian Zebra Plant,1602,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1602,Herbaceous Plant,"Full Sun, Semi Shade",Little Water,False,False,False,False,0.5,"Red, Yellow / Golden",Spines/Thorns - Leaf,-,-,"Green, Silver / Grey",-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Coarse
Aechmea fasciata,Urn Plant,1603,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1603,Shrub,Semi Shade,Little Water,False,False,False,False,-,"Pink, Purple",-,-,-,"Green, Silver / Grey",-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Coarse
Aechmea fulgens var. discolor,Two-coloured Coralberry,1604,https://www.nparks.gov.sg/florafaunaweb/flora/1/6/1604,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,0.5,"Red, White, Purple",Spines/Thorns - Leaf,-,-,"Green, Purple",-,3.5 (Shrub & Groundcover - Monocot),Fast,None,None,Coarse
Aechmea gamosepala 'Lucky Stripes',-,3498,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3498,Herbaceous Plant,Semi Shade,Moderate Water,False,False,False,False,0.5,"Blue, Pink",-,-,Terrestrial,"Cream / Off-White, Green",-,-,-,None,None,Medium
Aechmea gamosepala Wittm. var. nivea,-,6567,https://www.nparks.gov.sg/florafaunaweb/flora/6/5/6567,Epiphyte,Semi Shade,Moderate Water,False,False,False,False,-,Purple,-,-,Terrestrial,-,-,-,-,None,None,Medium
Aechmea macrochlamys L.B.Sm.,-,6025,https://www.nparks.gov.sg/florafaunaweb/flora/6/0/6025,Herbaceous Plant,Full Sun,Moderate Water,False,False,False,False,-,-,Spines/Thorns - Leaf,-,-,Green,-,-,-,None,None,Coarse
Aechmea mulfordii 'Rubra',-,7172,https://www.nparks.gov.sg/florafaunaweb/flora/7/1/7172,Herbaceous Plant,"Full Sun, Semi Shade",Moderate Water,False,False,False,False,0.5,Yellow / Golden,Spines/Thorns - Leaf,-,Terrestrial,"Green, Purple",-,-,-,None,None,Coarse
Aechmea tayoensis Gilmartin,-,5864,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5864,"Epiphyte, Herbaceous Plant","Full Sun, Semi Shade",Moderate Water,False,False,False,False,1.2,"Orange, Red, Yellow / Golden","Spines/Thorns - Leaf, Spines/Thorns - Flower",-,Terrestrial,"Green, Red",-,3.5 (Shrub & Groundcover - Monocot),-,None,None,Coarse
Aegiceras corniculatum (L.) Blanco,River Mangrove,5436,https://www.nparks.gov.sg/florafaunaweb/flora/5/4/5436,Tree,"Full Sun, Semi Shade",Lots of Water,False,True,True,True,6.0,White,-,Caterpillar Moth Food Plant,Shoreline (Mangrove Forest),Green,-,-,Moderate to Slow,-,-,None
Aegle marmelos,Bel,3292,https://www.nparks.gov.sg/florafaunaweb/flora/3/2/3292,Tree,Full Sun,Moderate Water,True,False,True,True,15,Green - Light Green,Spines/Thorns - Stem/Branch,Butterfly Host Plant (Leaves),Terrestrial (Monsoon Forest),Green,-,-,Moderate,soft,brown,None
Aeonium 'Zwartkop',-,6335,https://www.nparks.gov.sg/florafaunaweb/flora/6/3/6335,-,Full Sun,"Little Water, Moderate Water",False,False,False,False,1.5,Yellow / Golden,-,-,-,"Black, Purple",-,-,-,None,None,None
Aerides lawrenceae Rchb.f.,-,5838,https://www.nparks.gov.sg/florafaunaweb/flora/5/8/5838,Epiphyte,Full Sun,"Moderate Water, Occasional Misting",False,False,False,False,0.5,"Purple, White",-,-,Terrestrial,-,-,-,Fast to Moderate,None,None,Coarse
Aerides odorata Lour.,香花指甲兰,5995,https://www.nparks.gov.sg/florafaunaweb/flora/5/9/5995,Epiphyte,Semi Shade,Lots of Water,False,False,False,True,0.5,"Pink, White, Yellow / Golden",-,-,Terrestrial,-,-,-,Moderate,None,None,Coarse
Aeschynanthus albidus Steud.,-,5019,https://www.nparks.gov.sg/florafaunaweb/flora/5/0/5019,"Climber, Epiphyte",Semi Shade,"Little Water, Moderate Water, Occasional Misting",False,True,False,False,0.5,Green,-,-,Terrestrial (Freshwater Swamp Forest),"Green, Purple",-,-,Moderate,None,None,Fine
Aeschynanthus longicaulis Wall. ex R.Br.,Zebra vine,5555,https://www.nparks.gov.sg/florafaunaweb/flora/5/5/5555,"Climber, Epiphyte",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,-,"Brown, Green, Red, Yellow / Golden",-,Bird-Attracting (Flowers),Terrestrial,-,-,-,Moderate,None,None,Coarse
Aeschynanthus pulcher (Blume) G.Don,Lipstick Plant,1298,https://www.nparks.gov.sg/florafaunaweb/flora/1/2/1298,"Climber, Epiphyte",Semi Shade,"Moderate Water, Occasional Misting",False,True,False,False,1.0,Red,-,Bird-Attracting (Flowers),Terrestrial (Primary Rainforest),Green,Green,-,Moderate,None,None,Medium
Aeschynanthus pulcher (curly leaf),Lipstick Plant,1299,https://www.nparks.gov.sg/florafaunaweb/flora/1/2/1299,"Epiphyte, Shrub",Semi Shade,Moderate Water,False,False,False,False,1.0,Red,-,Bird-Attracting (Flowers),Terrestrial,Green,Green,-,Fast to Moderate,None,None,Coarse
Aeschynanthus speciosus Hook.,Lipstick Vine,1300,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1300,"Climber, Epiphyte",Semi Shade,"Moderate Water, Occasional Misting",False,False,False,False,0.8,"Red, Orange, Yellow / Golden",-,Bird-Attracting (Flowers),Terrestrial,Green,Green,-,Moderate,None,None,Coarse
Aeschynanthus wallichii R.Br.,-,8429,https://www.nparks.gov.sg/florafaunaweb/flora/8/4/8429,Epiphyte,Semi Shade,Moderate Water,False,True,False,False,1.0,Red,-,Bird-Attracting (Flowers),"Terrestrial (Freshwater Swamp Forest, Primary Rainforest)",Green,Green - Light Green,-,Moderate,None,None,Medium
Afgekia mahidoliae B.L. Burtt & Chermsir.,Kan Phai Mahidol,3478,https://www.nparks.gov.sg/florafaunaweb/flora/3/4/3478,"Climber, Shrub",Full Sun,Moderate Water,False,False,False,False,10.0,"Purple, White, Yellow / Golden",-,-,Terrestrial (Monsoon Forest),"Green, Silver / Grey",-,-,Moderate,None,None,Coarse
Afgekia sericea Craib,Silky Afgekia,1301,https://www.nparks.gov.sg/florafaunaweb/flora/1/3/1301,"Climber, Shrub","Full Sun, Semi Shade",Moderate Water,False,False,False,False,10.0,"Pink, White, Yellow / Golden",-,"Bee-Attracting, Butterfly-Attracting (Flower Nectar, Flower Pollen)",Terrestrial (Monsoon Forest),"Green, Silver / Grey","Silver / Grey, Green",-,Moderate,Lenticellate,None,Coarse
